station_id,name,lat,lon
7000,Fort York  Blvd / Capreol Crt,43.639832,-79.395954
7001,Lower Jarvis St / The Esplanade,43.647992,-79.370907
7002,St. George St / Bloor St W,43.667333,-79.399429
7003,Madison Ave / Bloor St W,43.667158,-79.402761
7004,University Ave / Elm St,43.656518,-79.389099
7005,University Ave / King St W,43.648093,-79.384749
7006,Bay St / College St (East Side),43.660439,-79.385525
7007,College St / Huron St,43.658148,-79.398167
7008,Wellesley St / Queen's Park Cres,43.663376,-79.392125
7009,King St E / Jarvis St,43.650325,-79.372287
7010,King St W / Spadina Ave,43.645323,-79.395003
7011,Wellington St W / Portland St,43.642982,-79.399256
7012,Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327
7013,Scott St / The Esplanade,43.64656,-79.375274
7014,Sherbourne St / Carlton St (Allan Gardens),43.663102,-79.373181
7015,King St W / Bay St (West Side),43.64852,-79.380576
7016,Bay St / Queens Quay W (Ferry Terminal),43.640823,-79.376265
7017,Widmer St / Adelaide St W,43.647145,-79.391479
7018,Bremner Blvd / Rees St,43.641529,-79.386741
7019,Michael Sweet Ave / St. Patrick St,43.652295,-79.388382
7020,Phoebe St / Spadina Ave,43.650033,-79.396555
7021,Bay St / Albert St,43.653264,-79.382458
7022,Simcoe St / Queen St W,43.650858,-79.387582
7023,College St / Borden St,43.6571,-79.4056
7024,Dundonald St / Church St,43.66663,-79.38148
7025,Ted Rogers Way / Bloor St E,43.671293,-79.380471
7026,Bay St / St. Joseph St,43.665527,-79.387499
7027,Beverly  St / Dundas St W,43.652823,-79.393388
7028,Gould St / Mutual St,43.6582,-79.3768
7029,Bay St / Bloor St W,43.669494,-79.389661
7030,Bay St / Wellesley St W,43.664088,-79.387095
7031,Jarvis St / Isabella St,43.668991,-79.379385
7032,Augusta Ave / Dundas St W,43.652473,-79.401456
7033,Union Station,43.645609,-79.380386
7034,Church St / Bloor St E,43.671389,-79.382919
7035,Queen St W / Ossington Ave,43.643975,-79.419576
7036,Trinity St /Front St E,43.651318,-79.36023
7037,Bathurst St / Dundas St W,43.6523,-79.4058
7038,Dundas St W / Yonge St,43.656094,-79.381484
7039,Simcoe St / Dundas St W,43.653743,-79.38882
7040,Euclid Ave / Bloor St W,43.664467,-79.414783
7041,Edward St / Yonge St,43.656729,-79.382736
7042,Sherbourne St / Wellesley St E,43.6673,-79.374
7043,Queens Quay W / Lower Simcoe St,43.63951,-79.383717
7044,Church St / Alexander St,43.663722,-79.380288
7045,Bond St / Queen St E,43.653236,-79.376716
7046,Niagara St / Richmond St W,43.64534,-79.409597
7047,University Ave / Gerrard St W,43.657763,-79.389165
7048,Front St W / Yonge St (Hockey Hall of Fame),43.646144,-79.377962
7049,Queen St W / Portland St,43.6476,-79.4015
7050,Richmond St E / Jarvis St Green P,43.652634,-79.374222
7051,Wellesley St E / Yonge St (Green P),43.66506,-79.38357
7052,Wellington St W / Bay St,43.647259,-79.379878
7053,Metro Hall Plaza,43.645859,-79.38783
7054,Navy Wharf Ct. / Bremner Blvd.,43.640722,-79.391051
7055,Jarvis St / Carlton St,43.66207,-79.37617
7056,Parliament St / Gerrard St,43.661149,-79.366648
7057,Simcoe St / Wellington St W,43.645533,-79.3854
7058,Huron/ Harbord St,43.6637,-79.400053
7059,Front St W / Blue Jays Way,43.643473,-79.390477
7060,Princess St / Adelaide St E,43.652123,-79.367139
7061,Bloor St / Brunswick Ave,43.665802,-79.40731
7062,University Ave / College St,43.659226,-79.390213
7063,Queens Park / Bloor St W,43.668456,-79.393899
7064,51 Parliament St,43.65205,-79.362198
7065,Dundas St E / Parliament St,43.659575,-79.365769
7066,Willcocks St / St. George St,43.662085,-79.397735
7067,Yonge St / Harbour St,43.643795,-79.375413
7068,Dockside Dr / Queens Quay E (Sugar Beach),43.644272,-79.367766
7069,Queen St W / Spadina Ave,43.649147,-79.395504
7070,25 York St (ACC/Union Station South),43.643667,-79.380414
7071,161 Bleecker St (South of Wellesley),43.666233,-79.373327
7072,Queen St W / Shaw St,43.644524,-79.416519
7073,Bremner Blvd / Spadina Ave,43.640903,-79.392895
7074,Spadina Ave / Sussex Ave,43.664137,-79.402496
7075,Queens Quay W / Dan Leckie Way,43.636533,-79.395854
7076,York St / Queens Quay W,43.640132,-79.380464
7077,College Park South,43.659777,-79.382767
7078,College St / Major St,43.6576,-79.4032
7079,McGill St / Church St,43.660694,-79.379052
7083,Danforth Ave / Barrington Ave,43.688325,-79.300463
7084,Stephenson Ave / Main St,43.68704,-79.301915
7085,Danforth Ave / Westlake Ave,43.687323,-79.304848
7086,Woodbine Subway Green P (Cedarvale Ave),43.686829,-79.311073
7087,Danforth Ave / Aldridge Ave,43.684758,-79.316767
7088,Danforth Ave / Coxwell Ave,43.683378,-79.322961
7089,Church St  / Wood St,43.662712,-79.379903
7090,Danforth Ave / Lamb Ave,43.681991,-79.329455
7091,Donlands Station,43.681126,-79.337779
7092,Pape Subway Green P,43.680223,-79.344062
7093,Danforth Ave / Gough Ave,43.678401,-79.346289
7094,Chester Station,43.678056,-79.352222
7095,Danforth Ave / Ellerbeck St,43.677076,-79.35667
7096,Boston Ave / Queen St E,43.661508,-79.338931
7097,Riverdale Park North (Broadview Ave),43.671172,-79.354704
7098,Riverdale Park South (Broadview Ave),43.667819,-79.35347
7099,Cherry St / Mill St,43.651248,-79.357848
7100,Dundas St E / Regent Park Blvd,43.660207,-79.361275
7101,Lower Sherbourne St / The Esplanade,43.647756,-79.366415
7102,Nelson St / Duncan St,43.648711,-79.389728
7103,Jimmie Simpson Park (Queen St E),43.660362,-79.343801
7104,King St E / River St,43.657071,-79.356598
7105,Queen St E / Sackville St,43.6561111,-79.36138889
7106,Mill St / Tannery Rd,43.652219,-79.354455
7107,Cherry St / Distillery Ln,43.650279,-79.356832
7108,Front St E / Cherry St,43.652686,-79.358395
7109,Seaton St / Dundas St E,43.658777,-79.369596
7110,Queen St E / Berkely St,43.6552778,-79.36583333
7111,King St W / Douro St,43.640885,-79.416379
7112,Liberty St / Fraser Ave Green P,43.637981,-79.424146
7113,Parliament St / Aberdeen Ave,43.665278,-79.368333
7114,Carlton St / Parliament St,43.664524,-79.36793
7115,Howard St / Sherbourne St,43.6712581,-79.376367
7116,Parliament St / Bloor St E,43.671827,-79.371849
7117,Castle Frank Station,43.674083,-79.368579
7118,King St W / Bay St (East Side),43.648575,-79.380042
7119,Sumach St / Carlton St. (Riverdale Farm),43.665867,-79.362506
7120,Gerrard St E / River St,43.663993,-79.358534
7121,Jarvis St / Dundas St E,43.657266,-79.374756
7122,Niagara St / Tecumseth St,43.641389,-79.404444
7123,424 Wellington St W,43.643834,-79.396649
7124,Dundas St E / Broadview Ave,43.662365,-79.351104
7126,Yonge St / Yorkville Ave,43.671944,-79.387778
7127,Bay St / Davenport Rd,43.672829,-79.390592
7128,Yonge St / Aylmer Ave,43.675492,-79.388858
7129,Davenport Rd / Avenue Rd,43.674991,-79.396273
7130,Davenport Rd / Bedford Rd,43.674613,-79.399807
7131,Taddle Creek Park,43.66986,-79.398443
7132,Kendal Ave / Spadina Rd,43.670303,-79.405416
7133,Summerhill Station,43.681944,-79.390556
7134,Marlborough Ave / Yonge St,43.68,-79.391111
7135,Hanna Ave / Liberty St,43.638333,-79.419722
7136,Queen St W / Close Ave,43.640634,-79.435841
7137,Davenport Rd / Bathurst St,43.676667,-79.416111
7138,Davenport Rd / Christie St,43.675278,-79.423889
7139,Glen Edyth Dr / Davenport Rd,43.677778,-79.405556
7140,Macpherson Ave / Spadina Rd,43.675791,-79.40698
7141,Bridgeman Ave / Kendal Ave,43.675556,-79.410278
7142,Bridgeman Ave / Bathurst St,43.674444,-79.414722
7143,Kendal Ave / Bernard Ave,43.671513,-79.408317
7144,Palmerston Ave / Vermont Ave,43.671389,-79.416389
7146,Christie St / Benson Ave (Wychwood Barns),43.68,-79.425
7147,King St W / Fraser Ave,43.6394444,-79.42527778
7148,King St W / Joe Shuster Way,43.639444,-79.423611
7149,Yarmouth Rd / Christie St,43.67,-79.42083333
7150,Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111
7151,Essex St / Christie St,43.6686111,-79.42027778
7152,Ossington Ave / Bloor St W,43.661705,-79.425734
7153,Bloor St W / Christie St,43.6638889,-79.41888889
7154,Bathurst Subway Station,43.6666667,-79.41166667
7155,Bathurst St / Lennox St,43.663808,-79.410491
7156,Salem Ave / Bloor St W,43.6608333,-79.43166667
7157,Dufferin St / Bloor St,43.66083333,-79.43583333
7158,King St W / Stafford St,43.6422222,-79.41111111
7160,King St W / Tecumseth St,43.64333333,-79.40555556
7161,Beverly St / College St,43.6575,-79.39527778
7162,Hayter St / Laplante Ave,43.65916667,-79.38555556
7163,Yonge St / Wood St,43.6622222,-79.3825
7164,Victoria St / Gould St (Ryerson University),43.657189,-79.379953
7167,Queen St E / George St (Moss Park),43.6544444,-79.37111111
7168,Queens Quay / Yonge St,43.641646,-79.375308
7169,Front St W / Bay St (North Side),43.646162,-79.378912
7170,Spadina Ave / Willcocks St,43.6616667,-79.40138889
7171,Ontario Place Blvd / Remembrance Dr,43.632999,-79.408671
7172,Strachan Ave / Princes' Blvd,43.635,-79.40888889
7173,Cariboo St / Rail Path,43.66666667,-79.45833333
7174,Bloor St W / Dundas St W,43.6563889,-79.45166667
7175,HTO Park (Queens Quay W),43.63796,-79.387502
7176,Bathurst St / Fort York Blvd,43.639179,-79.399595
7177,East Liberty St / Pirandello St,43.63861111,-79.41472222
7178,Dundas St W / Edna Ave,43.6575,-79.4525
7179,Bloor GO / UP Station (West Toronto Railpath),43.6575,-79.45027778
7180,Lansdowne Subway Green P,43.65916667,-79.44277778
7181,Lansdowne Ave / Whytock Ave,43.65388889,-79.44138889
7182,Sterling Rd / Dundas St W,43.65083333,-79.44305556
7183,Margueretta St / College St,43.65138889,-79.43777778
7184,Ossington Ave / College St,43.6544915,-79.422634
7188,Exhibition GO (Atlantic Ave),43.63666667,-79.41972222
7189,Augusta Ave / Denison Sq,43.65375,-79.401753
7190,St. George St / Hoskin Ave,43.664059,-79.398334
7191,Central Tech  (Harbord St),43.661975,-79.407896
7192,Harbord St / Clinton St,43.660414,-79.415646
7193,Queen St W / Gladstone Ave,43.64305556,-79.4275
7194,Mortimer Ave / Coxwell Ave,43.690564,-79.326319
7195,Ulster St / Bathurst St,43.66,-79.40888889
7196,Roxton Rd / Harbord St,43.65905,-79.422988
7197,Queen St W / Dovercourt Rd,43.64361111,-79.4225
7198,Queen St W / Cowan Ave,43.6409,-79.432837
7199,College St / Markham St,43.65638889,-79.40916667
7202,Queen St W / York St (City Hall),43.651667,-79.384167
7203,Bathurst St / Queens Quay W,43.634982,-79.397574
7204,College St / Crawford St,43.655,-79.418889
7205,Rusholme Park Cres / College St,43.65277778,-79.42972222
7206,Claremont St / Dundas St W,43.651667,-79.411667
7207,Dundas St W / Crawford St,43.649722,-79.416944
7208,80 Clinton St (North of College),43.656296,-79.414663
7209,Ossington Ave / Harrison St,43.65111111,-79.42138889
7210,Mary McCormick Rec Centre (Sheridan Ave),43.6475,-79.43305556
7211,Fort York Blvd / Garrison Rd,43.6375,-79.40611111
7216,Wellington St W / Stafford St,43.641281,-79.409339
7220,Lakeshore Blvd W / Ellis Ave,43.635932,-79.465083
7221,High Park Subway Station,43.6543604,-79.4655296
7222,Sunnyside - Gus Ryder Pool,43.637894,-79.454823
7223,Parkside Dr / Bloor St W - SMART,43.654501,-79.460053
7224,Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569
7225,Lake Shore Blvd W / Windermere Ave,43.634896,-79.467763
7226,Lakeshore Blvd W / The Boulevard Club,43.636731,-79.444966
7227,Martin Goodman Trail (Marilyn Bell Park),43.6314,-79.4304
7228,Queen St W / Roncesvalles Ave,43.638399,-79.4464436
7229,Dundas St W / Roncesvalles Green P - SMART,43.6534268,-79.4512787
7230,Garden Ave / Roncesvalles Ave,43.643769,-79.447915
7231,Wright / Sorauren (Sorauren Park) - SMART,43.646677,-79.442741
7232,Queen St W  /  Fuller Ave - SMART,43.640255,-79.439223
7233,King / Cowan Ave - SMART,43.637922,-79.431734
7234,Roncesvalles Ave / Marmaduke St,43.650492,-79.450842
7235,Bay St / College St (West Side) - SMART,43.660087,-79.385655
7236,Thompson St / Broadview Ave - SMART,43.659471,-79.350325
7237,Ward Ave / Wallace Ave,43.662251,-79.446036
7238,Sorauren/Geoffrey (Sorauren Park) - SMART,43.649172,-79.4445087
7239,Bloor St W / Manning Ave - SMART,43.663912,-79.416124
7240,Bloor St W / Shaw Ave - SMART,43.662403,-79.423098
7241,519 Church St - SMART,43.666805,-79.381288
7242,Lake Shore Blvd W / Ontario Dr(Ontario Place),43.630254,-79.420317
7243,Exhibition GO Station,43.6356551,-79.4184785
7244,Dufferin Gate - SMART,43.633473,-79.425679
7245,Tecumseth St / Queen St W - SMART,43.646552,-79.406468
7246,Roxton Rd / College St,43.654753,-79.421408
7247,Howard Park Ave / Dundas St W - SMART,43.6521,-79.4486
7248,Baldwin Ave / Spadina Ave - SMART,43.654905,-79.398448
7249,Dovercourt Rd / Harrison St - SMART,43.6504,-79.4248
7250,St. George St / Russell St - SMART,43.660296,-79.397107
7251,The Royal Ontario Museum (Bloor St Entrance),43.668561,-79.394403
7252,Robert St / Bloor St W - SMART,43.665846,-79.404998
7253,John St  / Mercer St - SMART,43.6461,-79.3895
7254,Borden St / Bloor St W - SMART,43.665461,-79.40848
7255,Stewart St / Bathurst St  - SMART,43.643307,-79.402176
7256,Vanauley St / Queen St W - SMART,43.648437,-79.39838
7257,Dundas St W / St. Patrick St,43.6545174,-79.3895315
7258,Queen St E / Larchmount Ave,43.662279,-79.334166
7259,Lower Spadina Ave / Lake Shore Blvd,43.638497,-79.39192
7260,Spadina Ave / Adelaide St W,43.646688,-79.395267
7262,Wychwood Ave / Benson Ave - SMART,43.6809164,-79.4229684
7263,Walton St / Elizabeth St - SMART,43.657766,-79.385942
7264,Bloor St E / Huntley St - SMART,43.671535,-79.379173
7265,Wallace Ave / Symington Ave - SMART,43.661324,-79.449534
7266,Victoria Park Subway Station - SMART,43.6940155,-79.2889842
7267,Dundas St E / Pembroke St - SMART,43.658295,-79.372346
7268,111 Bond St (North of Dundas St E)  - SMART,43.656927,-79.378497
7269,Toronto Eaton Centre (Yonge St),43.655431,-79.380653
7270,Church St / Dundas St E - SMART,43.657024,-79.377257
7271,Yonge St / Alexander St - SMART,43.662862,-79.383572
7272,Yonge St / Dundonald St - SMART,43.665801,-79.384796
7273,Bay St / Charles St - SMART,43.668153,-79.38891
7274,Queen's Park Cres E / Grosvenor St - SMART,43.661803,-79.389682
7275,Queen St W / James St,43.652276,-79.380701
7276,Bloor St W / Balmuto St,43.669903,-79.387802
7277,Chorley Park - SMART,43.6856,-79.3718
7278,Summerhill Ave / MacLennan Ave - SMART,43.6859,-79.3766
7279,Rosehill Ave / Avoca Ave - SMART,43.6871345,-79.3886278
7280,Charles St E / Jarvis St - SMART,43.669604,-79.381171
7281,Charles St W / Balmuto St - SMART,43.668427,-79.38725
7282,Adelaide St W / Bay St - SMART,43.650152,-79.379856
7283,Front St W / Bay St (South Side),43.64595,-79.378761
7284,York St / King St W - SMART,43.648,-79.3834
7285,Spadina Ave / Harbord St - SMART,43.6629228,-79.4018451
7286,Gerrard St E / Broadview - SMART,43.665656,-79.352055
7287,Queen St E / Pape Ave - SMART,43.661673,-79.337789
7288,Humber Bay Shores Park West,43.626705,-79.476571
7289,Humber Bay Shores Park East,43.629742,-79.474627
7042,Sherbourne St / Wellesley St,43.6673,-79.374
7123,424 Wellington St. W,43.643834,-79.396649
7161,Beverly St / College St W,43.6575,-79.39527778
7179,Bloor GO / UP Station/ Rail Path,43.6575,-79.45027778
7023,College St W / Borden St,43.6571,-79.4056
7204,College St W / Crawford St,43.655,-79.418889
7007,College St W / Huron St,43.658148,-79.398167
7078,College St W / Major St,43.6576,-79.4032
7199,College St W / Markham St,43.65638889,-79.40916667
7038,Dundas St / Yonge St,43.656094,-79.381484
7169,Front St / Bay St (North Side),43.646162,-79.378912
7048,Front St / Yonge St (Hockey Hall of Fame),43.646144,-79.377962
7175,HTO Park (Queen's Quay W),43.63796,-79.387502
7180,Landsdowne Subway Green P,43.65916667,-79.44277778
7183,Margueretta St / College St W,43.65138889,-79.43777778
7184,Ossington Ave / College St W,43.6544915,-79.422634
7060,Princess St / Adelaide St,43.652123,-79.367139
7205,Rusholme Park Cres / College St W,43.65277778,-79.42972222
7042,Sherbourne St / Wellesley St,43.6673,-79.374
7002,St George St / Bloor St W,43.667333,-79.399429
,Temperance St / Yonge St,43.650928,-79.379682
7051,Wellesley St E / Yonge St Green P,43.66506,-79.38357
7017,Widmer St / Adelaide St,43.647145,-79.391479
